step,mass_sol,mass_kg,r_schwarzschild_km,r_core_km,r_core_planck,rho_coherence,time_dilation,coherence_strength,coherence_challenge,maintains_coherence,status,is_finite
131,772.281357138865,1.535658310229919e+33,2280.808946074266,7.414326999345734e-37,45.87349768041388,8.994784785805737e+131,3.076218443394165e+39,0.8491788378727273,2.8877755511022047,True,COHERENT CORE,True
132,812.4930210614056,1.6156179975899732e+33,2399.5676367551428,7.540840683988049e-37,46.656255875391246,8.994784785805734e+131,3.182095653937231e+39,0.8475291603863728,2.9098196392785574,True,COHERENT CORE,True
133,854.7984528840414,1.6997410796063297e+33,2524.509934632278,7.66951312321499e-37,47.45237059260445,8.994784785805735e+131,3.2916169437024525e+39,0.8458831154583227,2.93186372745491,True,COHERENT CORE,True
134,899.3066723187623,1.7882443387056892e+33,2655.9578119145144,7.800381152736233e-37,48.26206973983828,8.994784785805732e+131,3.404907734518655e+39,0.8442406950897531,2.9539078156312626,True,COHERENT CORE,True
135,946.1323755890769,1.8813558448876117e+33,2794.250005475712,7.933482236804172e-37,49.08558511376096,8.994784785805735e+131,3.522097764980077e+39,0.8426018912994532,2.975951903807615,True,COHERENT CORE,True
136,995.3962309984244,1.979315543453437e+33,2939.742889768586,8.068854478939034e-37,49.92315246628183,8.994784785805734e+131,3.643321239020697e+39,0.8409666961237866,2.9979959919839683,True,COHERENT CORE,True
137,1047.2251898884354,2.082375873337457e+33,3092.8113951899813,8.206536632836926e-37,50.77501157204108,8.994784785805732e+131,3.768716979602179e+39,0.839335101616653,3.020040080160321,True,COHERENT CORE,True
138,1101.7528137883874,2.1908024176337947e+33,3253.8499742642407,8.346568113464088e-37,51.64140629705144,8.994784785805737e+131,3.8984285876914637e+39,0.8377070998494491,3.0420841683366735,True,COHERENT CORE,True
139,1159.1196185988856,2.304874587995326e+33,3423.273618134429,8.488989008340397e-37,52.522584668510824,8.994784785805732e+131,4.0326046067100296e+39,0.8360826829110302,3.064128256513026,True,COHERENT CORE,True
140,1219.4734366967382,2.424886344668363e+33,3601.518925980917,8.63384008901542e-37,53.41879894580632,8.994784785805737e+131,4.1713986926431764e+39,0.8344618429076718,3.0861723446893787,True,COHERENT CORE,True
141,1282.9697978941488,2.5511469540185778e+33,3789.045230123173,8.781162822740313e-37,54.33030569272987,8.994784785805737e+131,4.3149697900041174e+39,0.8328445719630311,3.108216432865732,True,COHERENT CORE,True
142,1349.7723302339432,2.683981785500289e+33,3986.3357797040835,8.930999384338826e-37,55.25736585092591,8.994784785805732e+131,4.4634823138543947e+39,0.8312308622181093,3.1302605210420844,True,COHERENT CORE,True
143,1420.0531816536832,2.823733150122899e+33,4193.898986007193,9.083392668280934e-37,56.20024481459259,8.994784785805734e+131,4.617106338089097e+39,0.8296207058312124,3.152304609218437,True,COHERENT CORE,True
144,1493.9934636052578,2.970761182575147e+33,4412.269732615908,9.238386300962447e-37,57.1592125064575,8.99478478580573e+131,4.776017790202431e+39,0.828014094977914,3.1743486973947896,True,COHERENT CORE,True
145,1571.7837177731628,3.125444769280401e+33,4642.010753790973,9.396024653194142e-37,58.13454345504974,8.994784785805735e+131,4.940398652756769e+39,0.8264110218510169,3.1963927855711423,True,COHERENT CORE,True
146,1653.624407094182,3.288182524774568e+33,4883.714084618239,9.556352852904046e-37,59.12651687329069,8.994784785805735e+131,5.11043717178583e+39,0.8248114786605151,3.2184368737474953,True,COHERENT CORE,True
147,1739.7264323438026,3.459393818922681e+33,5138.002586663661,9.719416798056407e-37,60.1354167384256,8.994784785805735e+131,5.286328072370667e+39,0.8232154576335562,3.240480961923848,True,COHERENT CORE,True
148,1830.311675620613,3.6395198576213204e+33,5405.531553067174,9.88526316979116e-37,61.16153187331925,8.994784785805737e+131,5.468272781635386e+39,0.8216229510144033,3.2625250501002006,True,COHERENT CORE,True
149,1925.6135721291987,3.8290248197717474e+33,5686.990397211641,1.0053939445787565e-36,62.20515602913875,8.994784785805737e+131,5.656479659417877e+39,0.8200339510643976,3.284569138276553,True,COHERENT CORE,True
150,2025.877711735017,4.0283970534537294e+33,5983.104429318557,1.0225493913855878e-36,63.26658796944714,8.994784785805735e+131,5.851164236879799e+39,0.8184484500619206,3.306613226452906,True,COHERENT CORE,True
151,2131.36247184144,4.238150334382548e+33,6294.636725548733,1.0399975685760955e-36,64.34613155573194,8.994784785805738e+131,6.05254946332902e+39,0.8168664403023567,3.328657314629259,True,COHERENT CORE,True
152,2242.3396832198473,4.45882518989217e+33,6622.390094424544,1.0577434711281708e-36,65.44409583439314,8.994784785805735e+131,6.260865961537175e+39,0.8152879140980557,3.3507014028056115,True,COHERENT CORE,True
153,2359.0953305086364,4.6909902918565084e+33,6967.2091456412345,1.0757921792510503e-36,66.5607951252154,8.994784785805735e+131,6.476352291844784e+39,0.8137128637782954,3.372745490981964,True,COHERENT CORE,True
154,2481.9302891862553,4.935243922138193e+33,7329.982466598404,1.094148859839652e-36,67.69654911135012,8.994784785805734e+131,6.69925522535628e+39,0.8121412816892447,3.3947895791583167,True,COHERENT CORE,True
155,2611.1611009174594,5.19221551434134e+33,7711.644912260639,1.1128187679537284e-36,68.8516829308326,8.994784785805734e+131,6.929830026537882e+39,0.8105731601939258,3.4168336673346693,True,COHERENT CORE,True
156,2747.1207892708144,5.462567275841336e+33,8113.1800142481425,1.1318072483222598e-36,70.02652726966102,8.994784785805737e+131,7.168340745541924e+39,0.8090084916721771,3.4388777555110224,True,COHERENT CORE,True
157,2890.1597179095115,5.746995894271527e+33,8535.622515365461,1.1511197368735152e-36,71.22141845646355,8.994784785805737e+131,7.415060520592354e+39,0.8074472685206171,3.460921843687375,True,COHERENT CORE,True
158,3040.6464934670685,6.046234332864462e+33,8980.061036099853,1.1707617622912248e-36,72.43669855878093,8.994784785805737e+131,7.670271890777793e+39,0.8058894831526064,3.4829659318637276,True,COHERENT CORE,True
159,3198.968915434538,6.361053719274115e+33,9447.640879960589,1.1907389475973035e-36,73.67271548099177,8.994784785805735e+131,7.934267119610243e+39,0.8043351279982113,3.50501002004008,True,COHERENT CORE,True
160,3365.5349755070943,6.692265332746592e+33,9939.566984888588,1.2110570117615816e-36,74.92982306390894,8.994784785805735e+131,8.207348529720062e+39,0.8027841955041669,3.527054108216433,True,COHERENT CORE,True
161,3540.773908965273,7.040722694760177e+33,10457.107028342025,1.2317217713390039e-36,76.20838118607546,8.994784785805737e+131,8.489828849070445e+39,0.8012366781338406,3.549098196392786,True,COHERENT CORE,True
162,3725.1373008002133,7.4073237685222e+33,11001.59469405958,1.2527391421347628e-36,77.50875586678852,8.994784785805735e+131,8.7820315690879e+39,0.799692568367195,3.5711422845691385,True,COHERENT CORE,True
163,3919.100249433406,7.793013272990844e+33,11574.433108919802,1.2741151408978476e-36,78.83131937088191,8.994784785805735e+131,9.084291315118895e+39,0.7981518587007523,3.593186372745491,True,COHERENT CORE,True
164,4123.162591029753,8.198785117384932e+33,12177.098458753078,1.2958558870434886e-36,80.17645031529608,8.994784785805734e+131,9.396954229636816e+39,0.7966145416475565,3.6152304609218437,True,COHERENT CORE,True
165,4337.850187558994,8.625684962455432e+33,12811.143792424173,1.3179676044049937e-36,81.54453377746665,8.994784785805737e+131,9.720378368638172e+39,0.7950806097371381,3.637274549098197,True,COHERENT CORE,True
166,4563.716281924763,9.074812915118934e+33,13478.203023988232,1.3404566230154749e-36,82.93596140556254,8.994784785805734e+131,1.0054934111681906e+40,0.7935500555154775,3.6593186372745494,True,COHERENT CORE,True
167,4801.342923653455,9.547326363397185e+33,14179.995143233873,1.3633293809199811e-36,84.35113153060507,8.994784785805738e+131,1.0401004586041522e+40,0.7920228715449686,3.681362725450902,True,COHERENT CORE,True
168,5051.342468816766,1.0044442958968075e+34,14918.328645463489,1.3865924260185495e-36,85.79044928050025,8.994784785805737e+131,1.0758986105455559e+40,0.7904990504043826,3.7034068136272547,True,COHERENT CORE,True
169,5314.359158053241,1.0567443755014129e+34,15695.106191926416,1.4102524179407041e-36,87.25432669601665,8.994784785805737e+131,1.1129288623979044e+40,0.7889785846888324,3.7254509018036073,True,COHERENT CORE,True
170,5591.0707767552985,1.111767650745461e+34,16512.329512914675,1.4343161299519436e-36,88.74318284874253,8.994784785805738e+131,1.151233620545557e+40,0.7874614670097362,3.7474949899799603,True,COHERENT CORE,True
171,5882.1904016999615,1.1696559148068321e+34,17372.104566156286,1.4587904508927571e-36,90.25744396105547,8.99478478580573e+131,1.1908567509147614e+40,0.7859476899947815,3.769539078156313,True,COHERENT CORE,True
172,6188.468238624389,1.230558343845744e+34,18276.64696379946,1.4836823871507278e-36,91.79754352813929,8.994784785805737e+131,1.2318436292081377e+40,0.7844372462878899,3.7915831663326656,True,COHERENT CORE,True
173,6510.693555481461,1.294631881426822e+34,19228.287681972426,1.5089990646662874e-36,93.36392244208292,8.994784785805737e+131,1.274241192868117e+40,0.7829301285491806,3.813627254509018,True,COHERENT CORE,True
174,6849.696716357447,1.3620416429575293e+34,20229.479067632627,1.5347477309726944e-36,94.95702911809673,8.994784785805737e+131,1.3180979948288676e+40,0.7814263294549354,3.835671342685371,True,COHERENT CORE,True
175,7206.35132129306,1.432961341185161e+34,21282.801158184477,1.560935757270823e-36,96.5773196228827,8.994784785805737e+131,1.3634642591182504e+40,0.7799258416975624,3.857715430861724,True,COHERENT CORE,True
176,7581.576457522118,1.5075737338489007e+34,22390.968330151165,1.5875706405393514e-36,98.22525780519481,8.994784785805737e+131,1.4103919383734758e+40,0.7784286579855612,3.8797595190380765,True,COHERENT CORE,True
177,7976.339067929282,1.586071094640534e+34,23556.836294034165,1.6146600056809638e-36,99.90131542862751,8.994784785805738e+131,1.4589347733363437e+40,0.7769347710434868,3.901803607214429,True,COHERENT CORE,True
178,8391.65644283016,1.668655708687449e+34,24783.409453385564,1.642211607705167e-36,101.60597230666986,8.994784785805735e+131,1.5091483543961792e+40,0.7754441736119152,3.9238476953907817,True,COHERENT CORE,True
179,8828.59884149515,1.755540393834786e+34,26073.848647057643,1.6702333339483572e-36,103.33971644006405,8.994784785805732e+131,1.5610901852509567e+40,0.7739568584474069,3.9458917835671343,True,COHERENT CORE,True
180,9288.292250172508,1.8469490490700528e+34,27431.479294581048,1.6987332063317673e-36,105.10304415650793,8.99478478580574e+131,1.614819748759512e+40,0.7724728183224724,3.9679358717434874,True,COHERENT CORE,True
181,9771.921283718006,1.9431172315034744e+34,28859.799965661914,1.7277193836579428e-36,106.89646025274124,8.994784785805734e+131,1.6703985750602442e+40,0.7709920460255374,3.98997995991984,True,COHERENT CORE,True
182,10280.732238308647,2.0442927633909594e+34,30362.491395881494,1.757200163946403e-36,108.72047813905621,8.994784785805735e+131,1.7278903120343433e+40,0.769514534360907,4.012024048096192,True,COHERENT CORE,True
183,10816.036303107116,2.1507363707639404e+34,31943.425971831293,1.787183986809161e-36,110.57561998627449,8.994784785805735e+131,1.7873607981942082e+40,0.768040276148731,4.034068136272546,True,COHERENT CORE,True
184,11379.212939153162,2.262722355311789e+34,33606.67771012603,1.817679435866765e-36,112.46241687523101,8.99478478580574e+131,1.8488781380805246e+40,0.7665692642249695,4.056112224448898,True,COHERENT CORE,True
185,11971.713434189682,2.3805393012483156e+34,35356.532756011504,1.8486952412055857e-36,114.38140894880979,8.994784785805735e+131,1.9125127802543874e+40,0.7651014914413574,4.078156312625251,True,COHERENT CORE,True
186,12595.06464258359,2.504490818983819e+34,37197.50042862021,1.8802402818770137e-36,116.33314556657295,8.99478478580574e+131,1.9783375979737305e+40,0.7636369506653699,4.1002004008016035,True,COHERENT CORE,True
187,13250.872919979538,2.634896327519171e+34,39134.3248413391,1.9123235884393162e-36,118.31818546202896,8.994784785805734e+131,2.046427972646479e+40,0.7621756347801879,4.122244488977956,True,COHERENT CORE,True
188,13940.828262825786,2.772091877578119e+34,41171.997127234376,1.944954345542856e-36,120.33709690258382,8.994784785805738e+131,2.1168618801560025e+40,0.7607175366846636,4.144288577154309,True,COHERENT CORE,True
189,14666.708663439686,2.916431017598991e+34,43315.76830103789,1.9781418945594318e-36,122.39045785222207,8.99478478580574e+131,2.1897199801576977e+40,0.7592626492932856,4.166332665330661,True,COHERENT CORE,True
190,15430.384691835645,3.0682857048174427e+34,45571.162790840106,2.0118957362564765e-36,124.47885613696332,8.994784785805742e+131,2.265085708448993e+40,0.7578109655361447,4.188376753507014,True,COHERENT CORE,True
191,16233.824316122782,3.2280472637880666e+34,47943.99267436032,2.046225533516893e-36,126.6028896131423,8.994784785805735e+131,2.3430453725185375e+40,0.7563624783588996,4.210420841683367,True,COHERENT CORE,True
192,17079.097973894302,3.3961273948149604e+34,50440.37265648068,2.0811411141052945e-36,128.7631663385601,8.994784785805735e+131,2.4236882503839988e+40,0.7549171807227423,4.23246492985972,True,COHERENT CORE,True
193,17968.38390767723,3.572959234889894e+34,53066.73582663991,2.1166524734814465e-36,130.96030474655586,8.994784785805737e+131,2.5071066928316456e+40,0.7534750656043644,4.254509018036073,True,COHERENT CORE,True
194,18903.973778192234,3.7589984738721913e+34,55829.85023669472,2.1527697776617225e-36,133.19493382304913,8.994784785805738e+131,2.593396229174841e+40,0.7520361259959225,4.276553106212425,True,COHERENT CORE,True
195,19888.27856988812,3.954724528786543e+34,58736.83634196731,2.189503366129379e-36,135.4676932866026,8.994784785805737e+131,2.6826556766524977e+40,0.7506003549050045,4.298597194388778,True,COHERENT CORE,True
196,20923.834803969792,4.160641779264981e+34,61795.18535042558,2.2268637547944892e-36,137.77923377155767,8.994784785805735e+131,2.7749872535928215e+40,0.7491677453545952,4.320641282565131,True,COHERENT CORE,True
197,22013.311074930323,4.37728086731667e+34,65012.778527280694,2.264861639004389e-36,140.1302170142947,8.994784785805735e+131,2.870496696471917e+40,0.747738290383043,4.342685370741483,True,COHERENT CORE,True
198,23159.514927431544,4.60520006477498e+34,68397.90750474932,2.3035078966054847e-36,142.52131604267177,8.994784785805735e+131,2.9692933810013175e+40,0.7463119830440252,4.364729458917836,True,COHERENT CORE,True
199,24365.40009125466,4.844986711945716e+34,71959.2956493183,2.342813591057313e-36,144.9532153686957,8.994784785805738e+131,3.071490447383099e+40,0.7448888164065154,4.386773547094188,True,COHERENT CORE,True
200,25634.07409296515,5.097258731163842e+34,75706.12054157429,2.3827899745997314e-36,147.42661118448086,8.994784785805738e+131,3.1772049298760225e+40,0.7434687835547489,4.408817635270541,True,COHERENT CORE,True
201,26968.806263906925,5.3626662191591005e+34,79648.03762652825,2.423448491474153e-36,149.94221156155143,8.994784785805735e+131,3.2865578908210814e+40,0.7420518775881891,4.430861723446894,True,COHERENT CORE,True
202,28373.03616516217,5.641893122334002e+34,83795.20509538124,2.4648007811997504e-36,152.5007366535448,8.994784785805735e+131,3.3996745592799444e+40,0.7406380916214947,4.452905811623247,True,COHERENT CORE,True
203,29850.382451187357,5.935658999271252e+34,88158.31006284968,2.506858681905553e-36,155.10291890237326,8.994784785805738e+131,3.5166844744450207e+40,0.7392274187844857,4.4749498997996,True,COHERENT CORE,True
204,31404.652194967555,6.244720875012713e+34,92748.59610751072,2.5496342337194178e-36,157.7495032479044,8.994784785805734e+131,3.637721633985462e+40,0.7378198522221099,4.496993987975952,True,COHERENT CORE,True
205,33039.85069871861,6.5698751918881e+34,97577.89224613555,2.5931396822148087e-36,160.44124734121834,8.99478478580574e+131,3.762924647498895e+40,0.7364153850944098,4.519038076152305,True,COHERENT CORE,True
206,34760.191815419814,6.911959861920784e+34,102658.64341667811,2.637387481916406e-36,163.1789217615046,8.99478478580574e+131,3.892436895244654e+40,0.7350140105764897,4.541082164328658,True,COHERENT CORE,True
207,36570.10880777493,7.271856426099622e+34,108003.94254847252,2.6823902998655208e-36,165.96331023665948,8.994784785805737e+131,4.026406692340306e+40,0.7336157218584819,4.56312625250501,True,COHERENT CORE,True
208,38474.26577258506,7.650492326081221e+34,113627.56430228321,2.728161019246354e-36,168.79520986764797,8.994784785805737e+131,4.1649874586094804e+40,0.7322205121455139,4.585170340681363,True,COHERENT CORE,True
209,40477.569659973225,8.048843294176696e+34,119544.00056715436,2.774712743074133e-36,171.67543135669388,8.994784785805737e+131,4.3083378942755113e+40,0.7308283746576753,4.6072144288577155,True,COHERENT CORE,True
210,42585.18291843415,8.467935867781875e+34,125768.49780553329,2.8220587979461757e-36,174.60479923936356,8.994784785805735e+131,4.456622161702105e+40,0.7294393026299852,4.629258517034068,True,COHERENT CORE,True
211,44802.536798294896,8.908850034730545e+34,132317.09634290484,2.8702127378569635e-36,177.5841521206099,8.994784785805737e+131,4.61001007338916e+40,0.728053289312359,4.651302605210421,True,COHERENT CORE,True
212,47135.345347869166,9.37272201638774e+34,139206.67170318484,2.9191883480783156e-36,180.61434291484423,8.99478478580574e+131,4.768677286439012e+40,0.7266703279695755,4.673346693386774,True,COHERENT CORE,True
213,49589.62013837222,9.860747195654902e+34,146454.97809639145,2.9689996491057572e-36,183.6962390901038,8.99478478580574e+131,4.932805503715795e+40,0.7252904118812444,4.695390781563127,True,COHERENT CORE,True
214,52171.68575554354,1.0374183197432567e+35,154080.69417066433,3.019660900672252e-36,186.83072291638706,8.994784785805738e+131,5.102582681928362e+40,0.7239135343417736,4.7174348697394795,True,COHERENT CORE,True
215,54888.19609789677,1.0914353129478478e+35,162103.47114652809,3.071186605830399e-36,190.01869171822506,8.994784785805737e+131,5.278203246874931e+40,0.7225396886603366,4.739478957915832,True,COHERENT CORE,True
216,57746.15152359826,1.1482648992012943e+35,170543.983457444,3.123591515104296e-36,193.26105813156317,8.994784785805738e+131,5.459868316096049e+40,0.7211688681608399,4.761523046092185,True,COHERENT CORE,True
217,60752.91689016077,1.2080535264857799e+35,179423.98202714784,3.176890630712252e-36,196.55875036502604,8.99478478580574e+131,5.647785929190813e+40,0.7198010661818907,4.783567134268537,True,COHERENT CORE,True
218,63916.240533440054,1.2709552681352955e+35,188766.35032106785,3.231099210861538e-36,199.91271246564054,8.994784785805737e+131,5.842171286060117e+40,0.7184362760767643,4.80561122244489,True,COHERENT CORE,True
219,67244.2742348425,1.3371322198775726e+35,198595.16331626545,3.286232774116443e-36,203.32390458909285,8.994784785805732e+131,6.043246993349733e+40,0.7170744912133723,4.8276553106212425,True,COHERENT CORE,True
220,70745.59422819878,1.4067549175494642e+35,208935.7495418627,3.342307103840838e-36,206.793303274597,8.994784785805737e+131,6.251243319375486e+40,0.7157157049742296,4.849699398797595,True,COHERENT CORE,True
221,74429.22330043757,1.480002776562211e+35,219814.75634983202,3.3993382527165755e-36,210.3219017244541,8.994784785805735e+131,6.466398457822414e+40,0.7143599107564231,4.871743486973948,True,COHERENT CORE,True
222,78304.654043012,1.5570645542490806e+35,231260.21858434976,3.4573425473389605e-36,213.9107100883809,8.994784785805738e+131,6.688958800519941e+40,0.7130071019715789,4.893787575150301,True,COHERENT CORE,True
223,82381.87331399618,1.6381388362868199e+35,243301.63082666934,3.516336592890647e-36,217.56075575269043,8.994784785805737e+131,6.919179219605376e+40,0.7116572720458306,4.915831663326654,True,COHERENT CORE,True
224,86671.38797389242,1.7234345484444586e+35,255970.0234016941,3.576337277895294e-36,221.27308363440758,8.994784785805737e+131,7.157323359398997e+40,0.7103104144197876,4.9378757515030065,True,COHERENT CORE,True
225,91184.25196146581,1.813171494978159e+35,269298.042342106,3.637361779052328e-36,225.0487564804024,8.994784785805735e+131,7.403663938324784e+40,0.7089665225485025,4.959919839679359,True,COHERENT CORE,True
226,95932.0947793825,1.9075809250595873e+35,283320.0335161228,3.6994275661541966e-36,228.88885517162805,8.994784785805735e+131,7.65848306122271e+40,0.7076255899014401,4.981963927855712,True,COHERENT CORE,True
227,100927.15146305718,2.006906128697453e+35,298072.13113567553,3.762552407087543e-36,232.7944790325501,8.994784785805738e+131,7.92207254241018e+40,0.7062876099624451,5.004008016032064,True,COHERENT CORE,True
228,106182.29410993846,2.1114030636878935e+35,313592.3508730892,3.8267543729197025e-36,236.76674614585585,8.994784785805738e+131,8.194734239862574e+40,0.704952576229711,5.026052104208417,True,COHERENT CORE,True
229,111711.06505048242,2.2213410152093275e+35,329920.68782622454,3.892051843072002e-36,240.80679367253322,8.994784785805732e+131,8.47678040089563e+40,0.7036204822157476,5.04809619238477,True,COHERENT CORE,True
230,117527.71174629452,2.3370032897615425e+35,347099.21958453563,3.958463510581325e-36,244.91577817741165,8.994784785805737e+131,8.768534019745505e+40,0.7022913214473506,5.070140280561122,True,COHERENT CORE,True
231,123647.2235053715,2.4586879452372605e+35,365172.214661639,4.0260083874514686e-36,249.09487596025804,8.994784785805737e+131,9.070329207456004e+40,0.7009650874655691,5.092184368737475,True,COHERENT CORE,True
232,130085.37010905733,2.586708559007572e+35,384186.24657382455,4.094705810095805e-36,253.34528339252188,8.994784785805738e+131,9.382511574496621e+40,0.6996417738256749,5.114228456913828,True,COHERENT CORE,True
233,136858.74245025206,2.7213950360005273e+35,404190.31385847746,4.1645754448728015e-36,257.66821725982606,8.994784785805738e+131,9.705438626549426e+40,0.6983213740971312,5.136272545090181,True,COHERENT CORE,True
234,143984.79528760095,2.8630944588553587e+35,425235.96634170937,4.235637293716028e-36,262.06491511030305,8.99478478580574e+131,1.0039480173918278e+41,0.6970038818635608,5.158316633266534,True,COHERENT CORE,True
235,151481.89222583472,3.0121719823430554e+35,447377.4379805681,4.3079116998602e-36,266.5366356088736,8.994784785805738e+131,1.0385018755028946e+41,0.6956892907227151,5.180360721442886,True,COHERENT CORE,True
236,159369.35303817762,3.1690117743582505e+35,470671.7866221697,4.381419353664942e-36,271.08465889757133,8.994784785805735e+131,1.0742450074505313e+41,0.6943775942864435,5.202404809619239,True,COHERENT CORE,True
237,167667.5034527701,3.334018005907298e+35,495179.04103990033,4.456181298537917e-36,275.71028696201506,8.994784785805737e+131,1.1112183456323235e+41,0.6930687861806619,5.224448897795591,True,COHERENT CORE,True
238,176397.72753140453,3.507615892643719e+35,520962.35562559974,4.5322189369590377e-36,280.4148440041353,8.994784785805734e+131,1.1494642312561085e+41,0.6917628600453217,5.246492985971944,True,COHERENT CORE,True
239,185582.5227755519,3.690252790635016e+35,548088.1731363607,4.609554036607456e-36,285.19967682125997,8.994784785805737e+131,1.1890264628283721e+41,0.6904598095343791,5.268537074148297,True,COHERENT CORE,True
240,195245.5581016861,3.882399349184597e+35,576626.3959153363,4.688208736593108e-36,290.0661551916689,8.994784785805737e+131,1.229950346311515e+41,0.689159628315764,5.290581162324649,True,COHERENT CORE,True
241,205411.73483530642,4.084550723679618e+35,606650.5660277894,4.7682055537945904e-36,295.0156722667271,8.99478478580574e+131,1.2722827470074358e+41,0.6878623100713496,5.312625250501002,True,COHERENT CORE,True
242,216107.25088083808,4.297227851590201e+35,638238.0547765862,4.849567389305185e-36,300.0496449697099,8.99478478580574e+131,1.3160721432268394e+41,0.6865678484969213,5.334669338677355,True,COHERENT CORE,True
243,227359.66823277198,4.5209787949082005e+35,671470.2620855053,4.9323175349888524e-36,305.16951440143123,8.994784785805734e+131,1.3613686818057282e+41,0.6852762373021467,5.356713426853708,True,COHERENT CORE,True
244,239197.98400202423,4.756380152485051e+35,706432.8262641813,5.016479680148137e-36,310.3767462527965,8.994784785805737e+131,1.408224235532676e+41,0.6839874702105438,5.378757515030061,True,COHERENT CORE,True
245,251652.70514053942,5.004038545908084e+35,743215.8446952192,5.102077918305806e-36,315.67283122439255,8.99478478580574e+131,1.4566924625526125e+41,0.6827015409594521,5.400801603206413,True,COHERENT CORE,True
246,264755.9270567069,5.2645921827445e+35,781914.1060121984,5.189136754102233e-36,321.0592854532381,8.994784785805737e+131,1.5068288678151756e+41,0.681418443300001,5.422845691382766,True,COHERENT CORE,True
247,278541.4163241769,5.53871250118136e+35,822627.3343668777,5.277681110310459e-36,326.53765094681586,8.994784785805737e+131,1.5586908666379936e+41,0.6801381709970796,5.4448897795591185,True,COHERENT CORE,True
248,293044.69769721443,5.8271059002998e+35,865460.4464150664,5.367736334970962e-36,332.1094960245111,8.994784785805737e+131,1.6123378504576794e+41,0.678860717829307,5.466933867735471,True,COHERENT CORE,True
249,308303.1456568277,6.130515560442322e+35,910523.8216834103,5.459328208648172e-36,337.77641576658215,8.99478478580574e+131,1.6678312548438488e+41,0.6775860775890015,5.488977955911824,True,COHERENT CORE,True
250,324356.08072358114,6.449723358364194e+35,957933.5870138156,5.552482951810802e-36,343.54003247079214,8.99478478580574e+131,1.7252346298540364e+41,0.6763142440821502,5.511022044088176,True,COHERENT CORE,True
251,341244.8707852889,6.785551882104235e+35,1007811.915818517,5.6472272323381116e-36,349.4019961168325,8.99478478580574e+131,1.784613712810091e+41,0.6750452111283801,5.533066132264529,True,COHERENT CORE,True
252,359013.03770070756,7.138866550767259e+35,1060287.3429169604,5.743588173154262e-36,355.36398483867094,8.99478478580574e+131,1.8460365035793857e+41,0.6737789725609266,5.555110220440882,True,COHERENT CORE,True
253,377706.3694539372,7.510577844680706e+35,1115495.0957658151,5.841593359992918e-36,361.42770540495883,8.994784785805735e+131,1.9095733424470468e+41,0.6725155222266045,5.577154308617235,True,COHERENT CORE,True
254,397373.03814856126,7.901643651672696e+35,1173577.4429357098,5.941270849294373e-36,367.59489370763725,8.994784785805742e+131,1.975296990668406e+41,0.6712548539857777,5.599198396793588,True,COHERENT CORE,True
255,418063.7241455762,8.313071735517539e+35,1234684.0607326739,6.042649176237402e-36,373.8673152588795,8.994784785805737e+131,2.043282713793884e+41,0.6699969617123295,5.62124248496994,True,COHERENT CORE,True
256,439831.74666502286,8.74592233290998e+35,1298972.4189090743,6.145757362908168e-36,380.2467656965125,8.994784785805738e+131,2.1136083678617623e+41,0.6687418392936326,5.643286573146293,True,COHERENT CORE,True
257,462733.20118786936,9.201310885660426e+35,1366608.1864580107,6.250624926608523e-36,386.7350712980639,8.99478478580574e+131,2.186354488557527e+41,0.6674894806305202,5.6653306613226455,True,COHERENT CORE,True
258,486827.1040122284,9.680410915151957e+35,1437765.6585368824,6.357281888306073e-36,393.33408950357915,8.994784785805742e+131,2.2616043834419014e+41,0.6662398796372547,5.687374749498998,True,COHERENT CORE,True
259,512175.54433642415,1.0184457046466493e+36,1512628.205620302,6.465758781228442e-36,400.0457094473609,8.994784785805735e+131,2.339444227353181e+41,0.6649930302415002,5.709418837675351,True,COHERENT CORE,True
260,538843.8442608224,1.0714748189973175e+36,1591388.7460397985,6.576086659604159e-36,406.87185249878013,8.994784785805738e+131,2.4199631610931213e+41,0.6637489263842916,5.731462925851703,True,COHERENT CORE,True
261,566900.7271207445,1.1272650888577869e+36,1674250.2431280436,6.688297107552722e-36,413.8144728123175,8.99478478580574e+131,2.503253393509397e+41,0.6625075620200053,5.753507014028057,True,COHERENT CORE,True
262,596418.4945842472,1.185960283925938e+36,1761426.2282486984,6.802422248126331e-36,420.87555788698756,8.994784785805737e+131,2.5894103070915193e+41,0.6612689311163302,5.7755511022044095,True,COHERENT CORE,True
263,627473.2129711588,1.2477116597967601e+36,1853141.351059761,6.918494752505927e-36,428.05712913531136,8.994784785805738e+131,2.6785325672011824e+41,0.6600330276542383,5.797595190380762,True,COHERENT CORE,True
264,660144.9092734896,1.3126783477430559e+36,1949631.9584283633,7.036547849354134e-36,435.36124246199597,8.99478478580574e+131,2.7707222350620622e+41,0.6587998456279555,5.819639278557115,True,COHERENT CORE,True
265,694517.7773823703,1.381027764791522e+36,2051146.7034889115,7.156615334327794e-36,442.7899888524889,8.994784785805735e+131,2.8660848846385165e+41,0.657569379044932,5.841683366733467,True,COHERENT CORE,True
266,730680.3950529507,1.452936045150941e+36,2157947.1864140644,7.278731579752819e-36,450.3454949715743,8.99478478580574e+131,2.9647297235370054e+41,0.6563416219258137,5.86372745490982,True,COHERENT CORE,True
